ST_CASE,VEH_NO,PER_NO,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
10324,0,1,0,0,0,8,16,0,0,0,10,0
10324,1,1,0,0,0,0,0,0,0,0,0,0
10325,1,1,0,0,0,25,0,0,0,0,0,0
10325,2,1,0,30,0,0,0,0,0,0,0,0
10326,1,1,0,0,0,0,0,0,0,0,0,0
10326,2,1,0,0,0,0,0,0,0,0,0,0
10327,1,1,0,15,0,9,7,0,9,0,0,0
10328,1,1,0,0,0,0,0,0,0,0,0,0
10328,2,1,0,0,0,0,0,0,0,0,0,0
10329,1,1,0,0,0,13,19,0,0,0,0,0
10330,1,1,0,0,0,0,0,0,0,0,0,0
10330,2,1,5,5,5,5,5,5,5,5,5,5
10331,1,1,0,0,0,0,0,0,0,0,0,0
10331,2,1,0,10,0,0,0,0,8,0,39,0
10332,1,1,3,3,3,3,3,3,3,3,3,3
10333,1,1,0,0,0,0,0,0,0,0,0,0
10333,2,1,0,0,0,0,0,0,0,0,0,0
10334,1,1,24,23,10,0,13,15,16,8,16,0
10335,1,1,0,0,0,0,0,0,0,0,0,0
10336,1,1,0,0,0,0,0,0,0,0,0,33
10337,0,1,20,20,20,20,20,20,20,20,20,20
10337,1,1,0,0,0,0,0,0,0,0,0,0
10338,1,1,0,3,0,0,0,0,0,0,0,32
10339,1,1,32,32,32,32,32,32,32,32,32,32
10340,1,1,0,42,0,11,0,22,0,27,0,0
10341,0,1,22,22,22,22,22,22,22,22,22,22
10341,1,1,9,0,5,25,21,14,0,32,11,7
10342,1,1,0,0,0,0,0,0,0,0,0,0
10342,2,1,0,0,0,0,0,0,0,0,0,0
10343,0,1,0,0,0,0,0,0,0,0,0,0
10343,1,1,0,0,0,0,0,0,0,0,0,0
10343,2,1,0,0,0,0,0,0,0,0,0,22
10344,1,1,0,0,0,0,0,0,0,0,0,0
10345,0,1,0,0,0,0,0,0,0,0,0,0
10345,1,1,0,0,0,0,0,0,0,0,0,0
10345,2,1,0,0,0,0,0,12,0,0,0,0
10346,1,1,0,0,0,0,0,0,0,0,0,0
10346,2,1,0,0,0,0,0,0,0,0,0,0
10347,1,1,0,0,0,0,0,0,0,0,0,0
10347,2,1,0,0,0,0,0,0,0,0,0,0
10348,1,1,0,0,0,0,0,0,0,0,0,0
10348,2,1,0,21,0,0,0,0,0,0,0,0
10349,1,1,0,0,0,0,0,0,0,0,0,0
10349,2,1,0,0,0,0,0,0,0,0,0,0
10349,3,1,0,0,0,0,0,0,0,0,0,0
10349,4,1,11,0,0,0,0,0,0,0,0,0
10350,1,1,3,3,3,3,3,3,3,3,3,3
10350,2,1,0,0,0,0,0,0,0,0,0,0
10351,1,1,24,24,24,24,24,24,24,24,24,24
10352,1,1,17,17,17,17,17,17,17,17,17,17
10353,2,1,0,0,0,0,0,0,0,0,0,0
10354,1,1,0,6,9,0,8,13,0,14,0,28
10355,1,1,0,0,0,0,0,0,0,0,0,0
10355,2,1,0,0,0,0,0,0,0,0,0,0
10355,3,1,0,0,0,0,0,0,0,0,0,0
10356,1,1,0,15,22,16,29,0,18,19,25,17
10357,1,1,0,0,0,0,0,0,0,0,0,0
10358,1,1,0,0,0,0,0,0,0,0,0,0
10359,0,1,0,0,0,0,0,0,0,0,0,0
10359,1,1,0,0,0,0,0,0,0,0,0,0
10360,0,1,30,30,30,30,30,30,30,30,30,30
10360,1,1,5,0,0,23,0,0,0,0,0,0
10361,1,1,0,0,0,0,0,0,0,0,0,0
10362,1,1,0,0,0,22,0,0,0,0,0,0
10363,1,1,23,23,23,23,23,23,23,23,23,23
10363,2,1,0,0,0,0,0,0,0,34,0,0
10364,1,1,24,0,0,0,0,0,0,0,17,0
10365,0,1,20,20,20,20,20,20,20,20,20,20
10365,1,1,0,0,0,24,0,0,0,0,0,0
10365,2,1,0,0,0,0,0,0,0,0,9,0
10366,0,1,0,0,0,0,0,0,0,0,0,0
10366,1,1,0,0,0,0,0,0,34,0,0,0
10367,1,1,0,0,0,0,0,0,0,0,0,0
10368,1,1,0,0,0,0,0,0,0,0,0,0
10369,1,1,22,22,22,22,22,22,22,22,22,22
10369,2,1,0,0,0,0,0,0,0,0,0,0
10370,1,1,0,0,0,0,0,0,0,0,0,0
10371,1,1,0,0,0,0,0,0,0,0,0,0
10371,2,1,0,0,0,0,0,0,0,0,0,0
10372,0,1,0,0,0,0,0,0,0,0,0,31
10372,1,1,0,0,0,0,0,0,0,0,0,0
10373,1,1,26,26,26,26,26,26,26,26,26,26
10374,1,1,0,0,0,0,0,19,0,0,0,0
10374,2,1,0,12,0,9,0,14,0,0,0,0
10375,1,1,24,24,24,24,24,24,24,24,24,24
10376,1,1,0,0,0,0,0,0,0,0,0,0
10377,1,1,17,17,17,17,17,17,17,17,17,17
10378,1,1,0,0,0,0,0,0,0,0,0,0
10379,0,1,35,35,35,35,35,35,35,35,35,35
10379,1,1,0,0,0,0,24,0,0,0,0,0
10380,1,1,23,23,23,23,23,23,23,23,23,23
10381,1,1,0,0,0,0,0,0,0,0,0,0
10382,1,1,0,0,0,0,0,0,0,0,0,0
10383,1,1,0,0,0,0,0,0,0,0,0,0
10384,1,1,0,0,0,0,0,0,0,0,0,0
10384,2,1,0,0,0,0,0,0,0,0,0,0
10385,1,1,0,0,0,0,0,0,0,0,0,0
10386,1,1,1,1,1,1,1,1,1,1,1,1
10387,1,1,0,0,0,0,0,0,0,0,0,0
10387,2,1,0,0,0,0,0,0,0,0,0,0
10388,1,1,14,14,14,14,14,14,14,14,14,14
10388,2,1,0,0,0,9,0,0,0,0,0,0
10389,1,1,0,0,0,0,0,0,0,0,0,0
10389,2,1,0,0,0,0,0,0,0,0,0,0
10390,1,1,0,0,0,23,0,0,0,0,0,14
10391,1,1,0,0,0,0,0,0,0,0,0,0
10391,2,1,0,0,0,0,0,0,0,0,0,0
10391,3,1,0,0,0,0,0,0,0,0,0,0
10392,1,1,0,0,0,0,0,0,0,0,0,0
10393,1,1,21,21,21,21,21,21,21,21,21,21
10394,1,1,0,0,0,0,0,0,0,0,0,0
10395,1,1,27,27,27,27,27,27,27,27,27,27
10396,1,1,0,0,0,0,0,0,0,0,0,0
10397,1,1,0,0,0,0,0,0,0,0,0,0
10397,2,1,0,0,0,0,0,0,0,0,0,0
10397,3,1,0,0,0,10,0,0,0,0,0,0
10398,1,1,0,0,0,0,0,0,0,0,0,0
10399,1,1,0,0,0,0,0,0,0,0,14,0
10400,1,1,0,0,0,0,0,29,0,0,0,0
10400,2,1,0,0,0,0,0,0,0,0,9,0
10400,3,1,0,0,0,0,0,0,0,0,0,13
10401,1,1,0,0,0,0,0,0,0,0,0,0
10402,1,1,7,7,7,7,7,7,7,7,7,7
10403,1,1,24,24,24,24,24,24,24,24,24,24
10403,2,1,0,0,0,0,0,0,0,0,0,0
10404,1,1,0,0,0,0,0,0,0,0,0,0
10405,1,1,0,0,0,0,0,0,0,0,0,0
10405,2,1,0,0,0,0,0,0,0,0,0,4
10406,1,1,0,0,0,0,0,0,0,0,0,0
10406,2,1,0,0,0,0,0,0,0,0,0,0
10407,1,1,0,0,0,0,0,0,0,0,0,0
10408,0,1,0,0,0,0,0,0,0,0,0,0
10408,1,1,0,0,0,0,0,0,0,0,0,0
10409,1,1,0,0,0,10,0,0,0,0,0,0
10409,2,1,0,0,0,0,0,0,0,0,0,30
10410,1,1,5,13,0,18,0,15,26,0,15,0
10410,2,1,0,0,0,0,0,0,0,0,0,0
10411,1,1,0,0,0,0,0,0,0,0,0,0
10412,1,1,0,0,0,0,0,0,0,0,0,0
10413,1,1,0,0,0,0,0,0,0,0,0,0
10413,2,1,0,0,0,0,0,0,0,0,0,0
10414,1,1,27,27,27,27,27,27,27,27,27,27
10415,1,1,0,0,0,0,0,0,0,0,0,0
10415,2,1,0,0,0,0,0,0,0,0,0,0
10416,1,1,0,0,16,26,0,0,0,0,0,15
10417,0,1,13,0,16,20,2,0,18,0,0,0
10417,1,1,0,0,0,0,0,0,0,0,0,0
10418,1,1,21,21,21,21,21,21,21,21,21,21
10419,1,1,0,0,35,13,0,0,0,0,0,0
10420,1,1,0,6,0,0,0,0,0,0,2,0
10420,2,1,0,0,0,0,0,0,0,0,0,0
10420,3,1,0,0,0,0,0,0,0,0,10,0
10421,1,1,0,0,0,0,0,0,0,0,0,0
10421,2,1,0,0,0,0,0,0,0,0,0,0
10422,1,1,0,0,0,0,0,0,0,0,0,0
10423,1,1,0,0,0,0,0,0,0,0,0,0
10423,2,1,0,22,0,0,0,5,0,0,30,0
10423,3,1,0,0,0,0,0,0,0,0,0,0
10423,4,1,0,0,0,0,15,0,0,0,0,0
10424,1,1,0,0,0,0,0,0,0,0,0,0
10425,1,1,0,0,0,0,0,0,0,0,0,0
10425,2,1,0,0,0,0,0,0,0,0,0,0
10426,1,1,0,0,0,0,0,0,0,0,0,0
10426,2,1,13,0,0,0,0,10,0,0,15,7
10426,3,1,0,0,0,0,0,0,0,0,0,0
10427,1,1,0,0,0,0,20,0,23,0,0,0
10427,2,1,0,0,0,0,0,13,0,0,0,0
10427,3,1,0,0,0,0,0,19,0,0,0,0
10428,1,1,8,35,20,11,22,0,38,24,19,0
10429,1,1,0,0,0,0,0,0,0,21,0,0
10429,2,1,0,0,0,0,0,0,0,0,0,0
10429,3,1,0,0,0,0,0,0,0,0,0,0
10430,1,1,0,9,15,10,10,10,16,16,6,33
10431,1,1,0,0,0,0,0,0,0,0,0,0
10431,2,1,0,0,0,0,0,0,0,0,0,0
10432,1,1,0,0,0,0,0,9,0,0,0,0
10432,2,1,0,0,0,0,0,0,0,0,0,0
10433,1,1,0,0,26,0,0,0,0,26,0,0
10434,1,1,32,32,32,32,32,32,32,32,32,32
10434,2,1,0,0,0,0,9,0,0,0,0,29
10435,1,1,23,23,23,23,23,23,23,23,23,23
10436,1,1,0,0,0,0,0,0,0,0,0,0
10437,1,1,0,0,0,0,0,0,0,0,0,0
10437,2,1,0,0,0,0,0,0,0,0,0,0
10438,1,1,21,21,21,21,21,21,21,21,21,21
10439,1,1,0,0,0,0,0,0,0,0,0,0
10440,1,1,14,14,14,14,14,14,14,14,14,14
10441,1,1,12,32,0,19,25,0,17,0,0,0
10442,1,1,0,14,0,0,0,2,0,0,0,0
10443,1,1,15,15,15,15,15,15,15,15,15,15
10444,1,1,9,13,17,33,39,0,26,5,9,12
10445,1,1,0,0,0,0,0,0,0,0,0,0
10445,2,1,0,0,0,0,0,0,0,0,0,0
10446,1,1,15,15,15,15,15,15,15,15,15,15
10447,1,1,19,19,19,19,19,19,19,19,19,19
10448,0,1,0,0,0,0,0,0,0,0,0,0
10448,1,1,0,0,0,0,0,0,0,0,0,0
10449,1,1,0,0,0,0,0,0,0,0,0,0
10449,2,1,0,17,0,0,0,0,0,0,0,0
10450,1,1,0,0,0,0,0,0,0,0,0,0
10450,2,1,0,0,0,0,0,0,0,0,0,0
10451,1,1,0,0,0,0,0,0,0,0,0,0
10452,1,1,7,7,7,7,7,7,7,7,7,7
10453,0,1,11,11,11,11,11,11,11,11,11,11
10453,1,1,0,0,0,0,0,0,0,0,0,0
10454,1,1,26,26,26,26,26,26,26,26,26,26
10455,1,1,0,0,0,0,0,0,0,0,0,0
10455,2,1,0,0,0,0,0,0,0,0,0,0
10456,1,1,0,0,0,0,0,0,0,0,0,0
10456,2,1,0,0,0,0,0,0,0,0,0,0
10457,1,1,0,0,0,0,0,0,0,0,0,0
10457,2,1,0,0,0,0,0,0,0,0,0,0
10458,1,1,0,0,0,0,0,0,0,0,0,0
10458,2,1,0,0,0,0,0,0,0,0,0,0
10459,0,1,24,24,24,24,24,24,24,24,24,24
10459,1,1,0,0,0,0,0,8,0,0,0,0
10460,1,1,0,0,0,0,0,0,0,0,0,0
10460,2,1,8,0,11,13,0,0,0,0,13,13
10461,1,1,17,17,17,17,17,17,17,17,17,17
10462,1,1,0,0,0,0,0,0,0,0,0,0
10462,2,1,0,0,0,0,24,0,0,0,0,0
10462,3,1,0,0,0,0,0,0,0,0,0,0
10462,4,1,0,0,0,0,0,0,0,0,0,0
10463,1,1,0,0,0,0,0,0,0,0,0,0
10463,2,1,0,0,0,0,0,0,0,0,0,0
10463,3,1,0,0,0,0,26,0,0,0,0,0
10464,1,1,28,28,28,28,28,28,28,28,28,28
10465,1,1,18,18,18,18,18,18,18,18,18,18
10466,0,1,0,0,0,0,0,0,0,0,0,0
10466,1,1,0,0,0,0,0,0,0,0,0,0
10467,0,1,0,0,0,0,0,23,0,0,13,19
10467,1,1,0,0,0,0,0,0,0,0,0,0
10468,1,1,25,0,30,0,0,0,0,0,0,9
10469,1,1,53,53,53,53,53,53,53,53,53,53
10470,1,1,0,0,0,0,0,0,0,0,0,0
10470,2,1,0,0,0,0,0,5,0,0,15,21
10470,3,1,0,0,0,0,0,0,0,0,0,0
10471,1,1,0,0,0,0,0,0,0,0,0,0
10472,1,1,0,0,0,0,0,0,0,0,0,0
10473,1,1,4,4,4,4,4,4,4,4,4,4
10473,2,1,0,0,0,0,0,0,0,0,0,0
10474,1,1,13,13,13,13,13,13,13,13,13,13
10475,0,1,0,0,0,0,0,0,0,0,0,0
10475,1,1,0,13,0,20,0,9,0,10,9,12
10476,1,1,0,0,0,0,0,0,14,0,0,0
10476,2,1,0,0,0,0,0,0,0,0,0,0
10477,1,1,0,0,0,0,0,0,0,0,0,0
10477,2,1,0,0,0,0,0,0,0,0,0,0
10477,3,1,0,0,0,0,0,0,0,0,0,0
10477,4,1,0,0,0,0,0,0,0,0,0,0
10477,5,1,0,0,0,0,0,0,0,0,0,0
10478,1,1,0,0,0,0,0,33,0,0,0,0
10478,2,1,36,0,0,17,0,0,0,0,0,0
10479,1,1,11,11,11,11,11,11,11,11,11,11
10479,2,1,30,0,0,0,0,0,0,0,0,0
10480,1,1,0,0,0,0,0,0,0,0,0,0
10481,1,1,0,0,0,0,0,0,0,0,0,0
10481,2,1,0,0,0,0,0,0,0,0,25,0
10482,1,1,12,0,0,12,22,0,0,45,0,0
10483,1,1,0,0,0,0,0,0,0,0,0,0
10484,1,1,0,0,0,0,0,0,0,0,0,0
10484,2,1,0,0,0,0,0,0,0,0,0,0
10484,3,1,0,0,0,0,0,0,0,0,0,0
10485,0,1,0,0,0,0,0,0,0,0,0,0
10485,1,1,12,17,0,4,18,11,11,0,18,17
10486,1,1,0,0,0,20,34,0,0,0,0,0
10487,1,1,0,0,0,0,0,0,0,0,0,0
10487,2,1,0,0,0,0,0,0,0,0,0,0
10488,1,1,0,0,0,0,0,0,0,0,0,0
10488,2,1,0,0,0,0,0,0,0,0,0,0
10488,3,1,0,0,0,0,0,0,0,0,0,0
10489,1,1,0,0,0,30,0,0,0,0,0,0
10489,2,1,0,0,0,0,0,0,0,0,0,0
10490,0,1,0,0,0,0,0,0,0,0,0,0
10490,1,1,0,0,0,0,0,0,0,0,0,0
10491,0,1,7,7,7,7,7,7,7,7,7,7
10491,0,2,0,18,0,0,0,24,0,0,0,0
10491,1,1,0,0,0,0,16,0,10,15,13,3
10492,1,1,0,0,0,0,0,0,0,0,0,0
10492,2,1,0,0,0,0,0,0,0,0,0,0
10492,3,1,12,0,0,0,0,0,0,0,0,0
10493,1,1,0,0,0,0,0,0,0,0,0,0
10493,2,1,0,0,0,0,0,0,0,0,0,0
10494,1,1,17,17,17,17,17,17,17,17,17,17
10495,1,1,0,0,0,0,0,0,0,0,0,0
10496,1,1,0,0,0,0,0,0,0,0,0,0
10497,1,1,0,0,0,0,0,0,0,0,0,0
10497,2,1,0,0,0,0,0,0,0,0,0,0
10498,1,1,11,11,11,11,11,11,11,11,11,11
10499,1,1,0,0,0,0,0,0,0,0,0,0
10500,1,1,0,0,0,0,0,0,0,0,0,0
10501,1,1,0,0,0,0,0,0,0,0,0,0
10501,2,1,2,2,2,2,2,2,2,2,2,2
10501,3,1,14,25,0,0,0,0,0,29,0,19
10502,1,1,0,0,0,0,0,0,0,0,0,0
10502,2,1,0,0,0,0,0,0,0,0,0,0
10503,1,1,0,0,0,0,0,0,0,0,0,0
10503,2,1,0,0,0,0,0,0,0,0,0,0
10504,1,1,0,0,0,0,0,0,0,0,0,0
10504,2,1,0,0,0,0,0,0,0,0,0,0
10505,1,1,0,0,0,0,0,0,0,0,0,0
10505,2,1,0,0,0,0,0,0,0,0,0,0
10506,1,1,0,0,0,0,0,0,0,0,0,0
10506,2,1,0,0,0,0,0,0,0,0,0,0
10507,1,1,0,0,0,0,0,0,0,0,0,0
10507,2,1,0,0,0,0,0,0,0,0,0,0
10508,0,1,18,12,35,17,26,27,22,26,21,64
10508,1,1,0,0,0,0,0,0,0,28,0,0
10509,1,1,8,8,8,8,8,8,8,8,8,8
10509,2,1,0,0,42,0,38,0,0,0,16,0
10510,1,1,0,0,0,0,0,0,0,0,0,0
10510,2,1,0,0,0,0,0,0,0,0,0,0
10510,3,1,0,0,0,0,0,0,0,0,0,0
10511,1,1,0,0,0,0,0,0,0,15,0,0
10511,2,1,0,0,0,0,0,0,0,0,0,0
10511,3,1,0,0,0,0,0,0,0,0,0,0
10512,1,1,23,23,23,23,23,23,23,23,23,23
10512,2,1,0,0,0,0,0,7,0,0,0,0
10512,3,1,0,0,0,0,0,0,0,0,0,0
10513,1,1,18,18,18,18,18,18,18,18,18,18
10514,1,1,20,0,0,0,6,11,0,0,0,0
10515,0,1,0,0,0,0,0,0,0,0,0,0
10515,1,1,0,0,0,0,0,0,0,0,0,0
10516,1,1,0,0,0,0,0,0,0,0,0,0
10516,2,1,0,0,0,0,0,0,0,0,0,0
10516,3,1,3,3,3,3,3,3,3,3,3,3
10516,4,1,0,0,0,0,0,0,0,0,0,0
10517,1,1,0,23,0,0,0,21,0,0,0,20
10518,1,1,16,0,0,0,16,0,14,11,0,0
10519,1,1,0,0,0,0,0,0,0,0,0,0
10520,1,1,0,0,0,0,0,0,0,0,0,0
10520,2,1,0,0,0,0,0,0,0,0,0,0
10521,1,1,0,0,0,0,0,0,0,0,0,0
10522,1,1,0,0,0,0,0,0,0,0,0,0
10523,1,1,0,0,0,0,0,0,0,0,0,0
10523,2,1,0,0,0,0,0,0,0,0,0,0
10523,3,1,0,0,0,0,0,0,0,0,0,0
10524,1,1,0,0,0,0,0,0,0,0,0,0
10524,2,1,7,0,6,0,0,19,0,37,12,8
10525,1,1,0,0,13,0,0,12,5,0,21,0
10526,1,1,0,0,0,0,0,0,0,0,0,0
10526,2,1,0,0,0,0,0,0,0,0,0,0
10527,1,1,3,3,3,3,3,3,3,3,3,3
10528,1,1,0,0,0,0,0,0,0,0,0,0
10528,2,1,0,0,0,0,0,0,0,0,0,0
10529,1,1,0,0,0,0,9,0,9,0,23,23
10530,0,1,0,0,0,0,0,0,0,0,0,0
10530,2,1,0,0,0,0,0,0,0,0,0,0
10531,0,1,14,14,14,14,14,14,14,14,14,14
10531,1,1,0,0,0,0,5,0,0,0,0,0
10532,1,1,23,23,23,23,23,23,23,23,23,23
10533,1,1,9,9,9,9,9,9,9,9,9,9
10534,1,1,0,0,0,0,0,0,0,0,0,0
10535,1,1,2,2,2,2,2,2,2,2,2,2
10536,0,1,0,0,0,28,0,0,0,0,0,0
10536,1,1,0,0,0,0,0,0,0,0,0,0
10537,1,1,29,29,29,29,29,29,29,29,29,29
10538,0,1,4,4,4,4,4,4,4,4,4,4
10538,1,1,9,9,9,9,9,9,9,9,9,9
10539,1,1,12,12,12,12,12,12,12,12,12,12
10540,1,1,6,6,6,6,6,6,6,6,6,6
10541,1,1,0,0,0,0,0,0,0,0,0,0
10542,1,1,0,0,0,0,0,0,0,0,0,0
10543,1,1,0,0,16,0,0,0,0,0,23,0
10544,1,1,0,0,0,0,0,0,0,0,0,0
10544,2,1,0,0,0,0,0,0,0,0,0,0
10545,1,1,0,0,0,0,0,0,0,0,0,0
10545,2,1,0,0,0,0,0,9,0,0,0,0
10546,1,1,0,0,0,0,0,0,0,0,0,0
10547,1,1,21,21,21,21,21,21,21,21,21,21
10548,1,1,0,0,0,0,0,0,0,0,0,0
10549,1,1,12,20,18,4,27,24,23,17,16,27
10550,1,1,0,0,0,0,0,0,0,0,0,0
10550,2,1,0,0,0,0,0,0,0,0,0,0
10551,1,1,0,0,0,0,13,0,0,0,0,0
10552,1,1,14,14,14,14,14,14,14,14,14,14
10553,1,1,30,30,30,30,30,30,30,30,30,30
10553,2,1,0,0,0,0,0,0,0,0,0,0
10554,1,3,0,0,24,13,8,0,11,26,18,15
10555,1,1,17,0,14,23,0,22,3,0,0,12
10556,1,1,0,0,0,0,0,0,0,0,0,0
10557,1,1,0,0,0,0,0,0,0,0,0,0
10558,1,1,0,0,0,0,0,0,0,0,0,0
10558,2,1,0,0,0,0,0,0,0,0,0,0
10559,1,1,0,0,0,0,0,0,0,0,0,0
10560,1,1,0,0,0,0,0,0,0,0,0,0
10560,2,1,0,0,0,0,0,0,0,0,0,0
10561,1,1,26,26,26,26,26,26,26,26,26,26
10562,1,1,0,0,0,0,0,0,0,0,0,0
10562,2,1,0,0,0,0,0,0,0,0,0,0
10563,1,1,0,0,0,0,0,0,0,0,0,0
10563,2,1,0,2,0,0,0,0,0,22,0,0
10563,3,1,0,0,0,0,0,0,0,0,0,0
10563,4,1,0,0,0,0,8,0,0,0,0,0
10564,1,1,13,13,13,13,13,13,13,13,13,13
10564,2,1,0,0,0,0,0,0,0,0,0,0
10565,1,1,0,7,0,6,0,0,21,0,0,0
10566,1,1,0,8,18,18,0,34,10,0,0,0
10567,1,1,24,24,24,24,24,24,24,24,24,24
10568,1,1,18,0,0,0,0,0,0,0,0,0
10568,2,1,0,0,0,24,17,0,0,0,13,14
10569,1,1,0,0,0,0,10,0,0,0,0,0
10570,1,1,1,1,1,1,1,1,1,1,1,1
10571,1,1,0,0,0,0,0,0,0,0,0,0
10571,2,1,0,0,0,0,0,0,0,0,0,0
10572,1,1,0,0,0,0,0,0,0,0,0,0
10572,2,1,0,0,0,0,0,0,0,0,0,0
10573,0,1,0,0,0,0,0,0,0,0,0,0
10573,1,1,0,0,0,0,0,0,0,0,0,0
10574,1,1,0,0,0,0,0,0,0,0,0,0
10574,2,1,0,0,0,0,0,0,0,0,0,0
10575,1,1,0,15,26,24,0,0,0,25,0,14
10575,2,1,0,0,0,0,0,0,0,0,0,0
10576,1,1,0,0,0,0,0,0,0,0,0,8
10577,1,1,26,26,26,26,26,26,26,26,26,26
10578,1,1,23,23,23,23,23,23,23,23,23,23
10579,1,1,13,24,34,9,46,11,18,23,12,16
10580,1,1,0,0,0,0,0,0,0,0,0,0
10581,1,1,0,0,0,0,0,0,0,0,0,0
10582,1,1,0,0,0,0,0,0,0,0,0,0
10582,2,1,0,0,0,0,0,0,0,0,0,0
10583,0,1,2,2,2,2,2,2,2,2,2,2
10583,1,1,0,0,0,14,0,0,0,0,0,0
10584,1,1,23,23,23,23,23,23,23,23,23,23
10584,2,1,0,0,0,0,0,0,0,0,0,0
10585,1,1,0,0,0,0,0,0,0,0,0,0
10586,1,1,0,0,0,0,0,0,0,0,0,0
10586,2,1,0,0,0,0,0,0,0,0,0,0
10587,1,1,0,0,0,0,0,0,0,0,0,0
10588,1,1,0,0,0,0,0,0,0,0,0,0
10588,2,1,0,0,0,0,0,0,0,0,0,0
10588,3,1,0,0,0,0,0,0,0,0,0,0
10589,1,1,0,0,0,0,0,0,0,0,0,0
10589,2,1,0,0,0,0,0,0,0,0,0,0
10590,1,1,0,0,0,0,0,0,0,0,0,0
10591,0,1,0,0,0,0,0,0,0,0,0,0
10591,1,1,15,14,12,10,9,4,0,14,0,0
10592,0,1,0,13,0,0,0,0,0,0,0,0
10592,1,1,0,0,0,0,0,0,0,0,0,0
10593,1,1,16,16,16,16,16,16,16,16,16,16
10594,1,1,0,0,0,0,0,0,0,0,0,0
10595,1,1,0,0,0,0,0,0,0,0,0,0
10595,2,1,0,0,0,0,0,0,0,0,0,0
10596,1,1,0,0,0,0,0,0,0,0,0,0
10596,2,1,0,0,0,0,0,0,0,0,0,0
10597,1,1,13,13,13,13,13,13,13,13,13,13
10597,2,1,0,0,0,30,0,0,0,0,0,20
10598,1,1,21,26,0,2,0,4,17,17,0,19
10599,1,1,0,0,0,0,0,0,0,0,0,0
10599,2,1,0,0,0,0,0,0,0,0,0,0
10600,1,1,0,0,0,0,0,0,0,0,33,0
10600,2,1,0,0,0,0,0,0,0,0,0,0
10600,3,1,0,0,0,0,0,0,0,0,0,0
10601,1,1,0,0,0,0,0,24,0,0,0,0
10602,1,1,21,18,0,0,0,0,18,0,0,0
10603,1,1,26,26,26,26,26,26,26,26,26,26
10604,1,1,0,8,0,9,0,0,0,0,0,0
10605,1,1,0,0,15,0,19,0,0,13,0,0
10606,1,1,0,17,20,22,15,21,0,13,0,0
10607,1,1,0,0,0,0,0,0,0,0,0,0
10608,1,1,14,14,14,14,14,14,14,14,14,14
10608,2,1,0,0,0,0,0,0,0,0,0,0
10608,3,1,0,0,0,0,0,0,0,0,0,0
10608,4,1,0,0,0,0,0,0,0,0,0,0
10609,1,1,0,0,0,0,0,0,0,0,0,0
10609,2,1,0,0,0,0,0,0,0,0,0,0
10610,1,1,9,9,18,14,0,0,0,0,20,0
10610,2,1,0,0,0,0,7,10,0,0,0,0
10611,1,1,0,0,0,0,0,0,0,0,0,0
10612,1,1,0,0,0,0,0,0,0,0,0,0
10612,2,1,0,0,0,0,0,0,0,0,0,0
10612,3,1,0,0,0,0,0,0,0,0,0,0
10613,1,1,0,0,0,0,0,0,0,0,0,0
10614,1,1,11,11,11,11,11,11,11,11,11,11
10615,1,1,3,3,3,3,3,3,3,3,3,3
10616,1,1,21,21,21,21,21,21,21,21,21,21
10616,2,1,0,0,0,0,0,0,0,0,0,0
10617,0,1,22,22,22,22,22,22,22,22,22,22
10617,1,1,13,13,13,13,13,13,13,13,13,13
10618,1,1,0,0,0,0,0,0,0,0,0,0
10618,2,1,0,0,0,0,0,0,0,0,0,0
10619,0,1,33,34,18,27,21,31,9,4,15,19
10619,1,1,0,0,0,0,0,0,0,0,0,0
10620,1,1,22,18,22,20,6,24,14,15,28,14
10621,1,1,0,0,0,19,0,0,0,0,0,0
10622,0,1,20,0,0,0,0,0,0,0,0,0
10622,1,1,0,0,0,0,0,0,0,0,0,0
10623,0,1,0,26,0,0,0,0,0,0,0,0
10623,1,1,0,0,0,0,0,0,5,0,0,0
10624,0,1,32,32,32,32,32,32,32,32,32,32
10624,1,1,35,0,0,19,0,0,26,0,0,0
10625,0,1,0,0,0,0,0,0,0,0,0,0
10625,1,1,0,0,0,0,0,0,0,0,0,0
10627,1,1,0,0,11,13,0,0,0,0,0,0
10628,1,1,23,23,23,23,23,23,23,23,23,23
10629,1,1,0,0,0,0,0,0,0,0,0,0
10629,2,1,0,0,0,0,0,0,0,0,0,0
10630,1,1,0,0,0,0,0,0,0,0,0,0
10630,2,1,0,0,0,0,0,0,0,0,0,0
10631,1,1,0,0,30,25,22,15,31,16,0,30
10631,2,1,0,29,0,0,0,0,0,0,0,0
10632,1,1,0,0,0,0,0,0,0,0,0,0
10632,2,1,0,0,0,0,0,0,0,0,0,0
10633,1,1,0,0,0,0,0,0,0,0,0,0
10633,2,1,0,0,0,0,0,0,0,0,0,0
10634,0,1,34,34,34,34,34,34,34,34,34,34
10634,1,1,0,15,41,71,11,18,7,21,14,0
10635,1,1,16,16,16,16,16,16,16,16,16,16
10635,2,1,0,0,0,0,0,0,0,0,0,0
10636,1,1,0,0,0,0,0,0,0,0,0,0
10636,2,1,0,0,0,0,0,0,0,0,0,0
10637,1,1,0,0,0,0,0,0,0,0,0,0
10638,1,1,28,61,0,12,0,0,0,0,0,11
10639,1,1,0,0,0,0,0,0,0,0,0,0
10640,1,1,0,0,0,0,0,0,0,0,0,0
10640,2,1,25,0,0,0,0,0,0,0,0,0
